c_first,c_first_ack,c_last,c_port,c_rtt_avg,c_rtt_max,c_rtt_min,c_rtt_std,durat,s_ack_cnt,s_ack_cnt_p,s_first,s_first_ack,s_last,s_pkts_all,s_rtt_avg,s_rtt_max,s_rtt_min,s_rtt_std,Label
0.789,0.121,0.789,35342.0,0.122329,0.152,0.107,0.025697,30.41,4.0,1.0,15.857,0.896,15.857,4.0,0.010666,0.013,0.009,0.002082,Normal
1.008,0.101,1.008,35390.0,0.099997,0.123,0.086,0.020075,8.268,4.0,1.0,3.472,1.094,3.472,4.0,0.009333,0.012,0.006,0.003055,Normal
10.321,0.236,10.321,35364.0,0.20466,0.294,0.102,0.096692,15.819,4.0,1.0,11.821,10.423,11.821,4.0,0.011333,0.018,0.008,0.005774,Normal
0.917,0.126,0.917,35410.0,0.117663,0.146,0.091,0.027538,14.729,4.0,1.0,2.725,1.008,2.725,4.0,0.007333,0.01,0.004,0.003055,Normal
6.007,0.159,6.007,35332.0,1.001967,2.698,0.138,1.468866,59.137,4.0,1.0,27.997,6.177,27.997,4.0,0.013333,0.021,0.007,0.007095,Normal
0.822,0.152,0.822,35352.0,2.093264,5.224,0.121,2.741615,60.11,4.0,1.0,14.79,1.757,14.79,4.0,0.019999,0.031,0.011,0.010149,Normal
0.801,0.146,0.801,35338.0,1.155295,3.222,0.112,1.789814,73.704,4.0,1.0,22.39,0.913,22.39,4.0,0.01,0.014,0.007,0.003606,Normal
2.3,0.088,2.3,35284.0,0.165661,0.287,0.082,0.107565,105.883,4.0,1.0,53.063,2.428,53.063,4.0,0.011,0.016,0.006,0.005,Normal
34.392,0.158,34.392,35404.0,0.61298,1.588,0.104,0.844648,49.037,4.0,1.0,42.062,34.496,42.062,4.0,0.008,0.011,0.005,0.003,Normal
4.881,0.1,4.881,35418.0,0.29099,0.697,0.086,0.351612,42.393,4.0,1.0,6.725,4.967,6.725,4.0,0.008333,0.011,0.004,0.003786,Normal
7.055,0.824,7.055,35214.04998845514,2.258258,5.945,0.057,3.253986850394979,123.654,3.900000086054206,0.7209902089089155,70.245,7.112,70.245,3.860000628978014,0.021999,0.051,0.006,0.025159,Normal
0.677,0.121,0.677,35604.0,0.155328,0.261,0.093,0.092002,23.777,4.0,1.0,23.077,0.77,23.077,4.0,0.009333,0.011,0.008,0.001528,Normal
15.205,0.108,15.205,35556.0,0.524983,1.377,0.094,0.737871,33.692,4.0,1.0,32.004,15.309,32.004,4.0,0.009,0.014,0.005,0.004583,Normal
20.74,0.133,20.74,35480.0,1.375954,3.91,0.104,2.194514,49.336,4.0,1.0,34.596,20.844,34.596,4.0,0.012666,0.019,0.007,0.006028,Normal
10.206,0.12,10.206,35486.0,0.144662,0.232,0.092,0.076166,48.665,4.0,1.0,12.102,10.298,12.102,4.0,0.009,0.01,0.008,0.001,Normal
15.342,0.124,15.342,35580.0,0.957968,2.656,0.106,1.470514,43.196,4.0,1.0,29.464,15.454,29.464,4.0,0.015,0.022,0.005,0.008888,Normal
10.152,0.102,10.152,35668.0,0.188327,0.323,0.093,0.119939,26.569,4.0,1.0,15.935,10.301,15.935,4.0,0.009333,0.014,0.005,0.004509,Normal
9.629,0.097,9.629,35644.0,0.266658,0.602,0.088,0.290615,38.191,4.0,1.0,12.57,9.739,12.57,4.0,0.007333,0.009,0.005,0.002082,Normal
15.505,0.112,15.505,35494.0,0.11033,0.152,0.079,0.037581,60.582,4.0,1.0,60.171,15.584,60.171,4.0,0.007333,0.012,0.004,0.004163,Normal
15.946,0.093,15.946,35466.0,0.126996,0.188,0.085,0.054065,71.651,4.0,1.0,20.19,16.054,20.19,4.0,0.008333,0.01,0.007,0.001528,Normal
16.089,0.129,16.089,35790.0,0.136995,0.199,0.098,0.054286,26.958,4.0,1.0,21.24,16.187,21.24,4.0,0.012333,0.016,0.006,0.005508,Normal
21.054,0.063,21.054,35736.0,0.10833,0.172,0.057,0.058484,40.484,4.0,1.0,24.764,21.15,24.764,4.0,0.008,0.012,0.006,0.003464,Normal
5.847,0.091,5.847,35764.0,0.09633,0.126,0.081,0.025697,40.033,4.0,1.0,9.464,5.928,9.464,4.0,0.007,0.009,0.005,0.002,Normal
11.291,0.519,11.291,35532.0,0.289657,0.503,0.088,0.207746,73.537,4.0,1.0,16.955,11.379,16.955,4.0,0.01,0.016,0.005,0.005568,Normal
31.491,0.125,31.491,35650.0,0.115329,0.128,0.108,0.011015,52.167,4.0,1.0,36.556,31.599,36.556,4.0,0.008666,0.015,0.003,0.006028,Normal
0.789,0.083,0.789,35706.0,0.114663,0.197,0.072,0.071319,51.759,4.0,1.0,20.232,0.861,20.232,4.0,0.007666,0.008,0.007,0.000577,Normal
36.692,0.435,36.692,35456.0,0.458651,0.874,0.08,0.398268,90.583,4.0,1.0,44.578,36.772,44.578,4.0,0.008666,0.013,0.004,0.004509,Normal
0.674,0.1,0.674,35438.0,0.121996,0.187,0.088,0.056312,93.671,4.0,1.0,2.924,0.762,2.924,4.0,0.007,0.009,0.006,0.001732,Normal
25.536,0.118,25.536,35414.0,0.118996,0.16,0.089,0.036756,99.639,4.0,1.0,29.963,25.625,29.963,4.0,0.008666,0.01,0.008,0.001155,Normal
5.201,0.084,5.201,35270.0,0.361321,0.854,0.075,0.428533,161.536,4.0,1.0,51.873,6.055,51.873,4.0,0.01,0.014,0.007,0.003606,Normal
45.335,0.104,45.335,35606.0,1.183294,3.35,0.092,1.876405,81.336,4.0,1.0,47.226,45.443,47.226,4.0,0.008666,0.012,0.005,0.003512,Normal
25.634,0.15,25.634,35882.0,0.663311,1.76,0.103,0.949817,42.14,4.0,1.0,35.036,25.737,35.036,4.0,0.011666,0.023,0.005,0.009866,Normal
35.529,0.128,35.529,35518.0,0.887637,2.479,0.071,1.378295,98.472,4.0,1.0,38.999,35.6,38.999,4.0,0.015999,0.023,0.01,0.006557,Normal
15.785,0.092,15.785,35450.0,0.119329,0.182,0.083,0.054501,107.313,4.0,1.0,18.866,15.878,18.866,4.0,0.008,0.009,0.006,0.001732,Normal
60.761,0.088,60.761,35692.0,0.120996,0.189,0.071,0.061025,79.341,4.0,1.0,64.266,60.864,64.266,4.0,0.010333,0.017,0.005,0.00611,Normal
51.213,0.057,51.213,35726.0,0.108996,0.172,0.051,0.060655,76.591,4.0,1.0,53.437,51.317,53.437,4.0,0.007,0.01,0.005,0.002646,Normal
0.972,0.136,0.972,35508.0,0.116329,0.128,0.101,0.013868,106.41,4.0,1.0,2.733,1.073,2.733,4.0,0.014,0.017,0.009,0.004359,Normal
34.71,0.102,34.71,35708.0,0.195993,0.411,0.083,0.186277,80.146,4.0,1.0,39.231,34.793,39.231,4.0,0.008,0.013,0.003,0.005,Normal
36.078,0.174,36.078,35898.0,0.130329,0.161,0.112,0.026727,49.341,4.0,1.0,43.934,36.19,43.934,4.0,0.009,0.013,0.006,0.003606,Normal
11.543,0.136,11.543,36146.0,0.223659,0.44,0.107,0.187543,19.526,4.0,1.0,13.773,11.65,13.773,4.0,0.009,0.012,0.007,0.002646,Normal
91.047,0.115,91.047,35602.0,0.125996,0.168,0.103,0.036428,103.097,4.0,1.0,102.594,91.154,102.594,4.0,0.016333,0.029,0.008,0.01115,Normal
0.755,0.126,0.755,36114.0,0.337322,0.808,0.092,0.407732,34.696,4.0,1.0,2.976,0.847,2.976,4.0,0.011,0.016,0.003,0.007,Normal
75.252,0.082,75.252,35636.0,0.127662,0.186,0.076,0.055302,104.227,4.0,1.0,77.867,75.373,77.867,4.0,0.007,0.01,0.005,0.002646,Normal
50.168,0.108,50.168,35928.0,0.10733,0.133,0.089,0.022898,61.489,4.0,1.0,51.833,50.257,51.833,4.0,0.007666,0.008,0.007,0.000577,Normal
95.973,0.096,95.973,35718.0,0.128996,0.22,0.08,0.078886,102.815,4.0,1.0,97.78,96.053,97.78,4.0,0.007,0.009,0.004,0.002646,Normal
11.116,0.13,11.116,35540.0,0.137995,0.156,0.119,0.01852,127.875,4.0,1.0,32.811,11.255,32.811,4.0,0.009,0.011,0.007,0.002,Normal
56.192,0.759,56.192,35828.0,0.327989,0.748,0.086,0.365136,85.186,4.0,1.0,59.881,56.278,59.881,4.0,0.008,0.011,0.006,0.002646,Normal
20.402,0.104,20.402,36202.0,0.370988,0.921,0.096,0.476314,26.446,4.0,1.0,24.345,20.498,24.345,4.0,0.006666,0.008,0.004,0.002309,Normal
115.205,0.102,115.205,35572.0,0.291657,0.694,0.088,0.34844,129.28,4.0,1.0,117.843,115.293,117.843,4.0,0.009666,0.015,0.005,0.005033,Normal
21.031,0.101,21.031,36186.0,0.170661,0.33,0.089,0.138001,33.243,4.0,1.0,23.132,21.12,23.132,4.0,0.007,0.008,0.006,0.001,Normal
40.9,0.114,40.9,36126.0,0.137662,0.216,0.093,0.068061,53.844,4.0,1.0,43.112,40.993,43.112,4.0,0.009,0.013,0.004,0.004583,Normal
45.454,0.098,45.454,35432.0,14.347522,42.858,0.089,24.690385,151.486,5.0,2.0,50.101,45.551,50.101,5.0,0.007,0.009,0.004,0.002646,Normal
91.618,0.057,91.618,35576.0,0.095663,0.146,0.052,0.047353,137.101,4.0,1.0,98.826,91.707,98.826,4.0,0.005,0.007,0.003,0.002,Normal
15.284,0.169,15.284,36066.0,0.141995,0.16,0.109,0.028618,59.565,4.0,1.0,19.747,15.393,19.747,4.0,0.009666,0.012,0.008,0.002082,Normal
35.071,0.098,35.071,35548.0,0.220326,0.442,0.088,0.193169,140.817,4.0,1.0,45.68,35.202,45.68,4.0,0.008,0.01,0.005,0.002646,Normal
36.251,0.139,36.251,35754.0,0.242659,0.505,0.096,0.227715,111.61,4.0,1.0,39.176,36.347,39.176,4.0,0.013666,0.019,0.01,0.004726,Normal
51.224,0.146,51.224,35984.0,0.170661,0.29,0.085,0.106566,71.214,4.0,1.0,59.533,51.309,59.533,4.0,0.011,0.017,0.007,0.005292,Normal
5.804,0.135,5.804,36278.0,0.179994,0.35,0.064,0.150453,21.614,4.0,1.0,7.615,5.868,7.615,4.0,0.011333,0.02,0.005,0.007767,Normal
99.933,0.129,99.933,35588.0,0.70931,1.93,0.083,1.057249,138.342,4.0,1.0,102.04,100.016,102.04,4.0,0.014333,0.021,0.008,0.006506,Normal
0.679,0.094,0.679,36128.0,0.20266,0.424,0.087,0.191745,60.747,4.0,1.0,3.41,0.776,3.41,4.0,0.008,0.013,0.004,0.004583,Normal
40.784,0.096,40.784,36034.0,0.111663,0.156,0.089,0.038397,73.362,4.0,1.0,42.558,40.873,42.558,4.0,0.010333,0.019,0.006,0.007506,Normal
30.82700000461936,0.5018274101614952,30.867,35910.19304030109,0.19066,0.2210000011175871,-0.08552569156885147,0.078564,91.774,3.9099999936297536,0.8100000042468309,38.94799928206206,30.871000289306046,38.828,3.6889717746526003,0.009666,0.016,0.004,0.006028,Normal
50.53,0.111,50.53,35374.0,0.459985,1.2,0.086,0.640871,175.453,4.0,1.0,62.728,50.616,62.728,4.0,0.010333,0.017,0.006,0.005859,Normal
66.442,0.196,66.442,35358.0,0.136329,0.163,0.102,0.031214,183.547,4.0,1.0,70.77,66.544,70.77,4.0,0.015666,0.033,0.004,0.015308,Normal
34.867,0.101,34.867,35586.0,0.120329,0.175,0.091,0.047385,152.331,4.0,1.0,40.454,34.958,40.454,4.0,0.009333,0.015,0.006,0.004933,Normal
80.938,0.118,80.938,35924.0,0.123663,0.164,0.097,0.035529,96.909,4.0,1.0,86.533,81.035,86.533,4.0,0.007666,0.008,0.007,0.000577,Normal
1.257,0.097,1.257,36240.0,0.11033,0.151,0.089,0.035233,43.951,4.0,1.0,2.969,1.346,2.969,4.0,0.008666,0.011,0.006,0.002517,Normal
67.545,0.129,67.545,35940.0,0.125329,0.178,0.082,0.048676,98.665,4.0,1.0,69.174,67.627,69.174,4.0,0.011333,0.017,0.004,0.006658,Normal
21.304,0.101,21.304,35676.0,0.108996,0.129,0.09,0.019519,137.546,4.0,1.0,27.586,21.412,27.586,4.0,0.009,0.011,0.007,0.002,Normal
19.886,0.069,19.886,36058.0,0.106996,0.168,0.064,0.054286,82.453,4.0,1.0,37.104,19.975,37.104,4.0,0.008,0.015,0.004,0.006083,Normal
5.879,0.079,5.879,35996.0,0.113996,0.162,0.073,0.044911,91.4,4.0,1.0,15.646,5.986,15.646,4.0,0.009,0.015,0.006,0.005196,Normal
0.732,0.119,0.732,35856.0,0.229992,0.488,0.091,0.223658,116.239,4.0,1.0,3.376,0.823,3.376,4.0,0.007666,0.01,0.005,0.002517,Normal
15.701,0.2659995493888855,15.701,36038.0,0.4136523659725189,1.163,0.099,0.6343008877942562,91.99895912112295,4.0,0.7748484462499619,67.46198752504587,15.670013914071024,67.415589800857,3.843363701365888,0.009,0.013,0.007,0.003464,Normal
69.971,0.133,69.971,35442.0,0.419986,1.029,0.111,0.527429,179.368,4.0,1.0,72.925,70.082,72.925,4.0,0.014666,0.02,0.011,0.004726,Normal
105.374,0.269,105.374,35818.0,0.249325,0.401,0.094,0.153533,128.416,4.0,1.0,107.748,105.468,107.748,4.0,0.015333,0.019,0.011,0.004041,Normal
82.357,0.071,82.357,35748.0,0.168994,0.348,0.064,0.155792,146.836,4.0,1.0,85.255,82.452,85.255,4.0,0.007666,0.012,0.004,0.004041,Normal
15.807,0.104,15.807,35850.0,0.305323,0.724,0.095,0.362577,126.881,4.0,1.0,18.778,15.904,18.778,4.0,0.010333,0.018,0.004,0.007095,Normal
5.768,0.087,5.73800006493181,36232.08999490179,0.147995,0.15836528109014036,-0.12099774172902107,0.109284,63.13299958120287,3.825020859017968,0.7783165145665407,31.849803611803274,5.68903543689847,31.909514471568166,3.9199999943375587,0.008333,0.012,0.005,0.003512,Normal
60.247,0.072,60.247,36032.0,0.138662,0.24,0.066,0.090473,101.852,4.0,1.0,61.958,60.357,61.958,4.0,0.014333,0.028,0.006,0.01193,Normal
0.682,0.103,0.682,36434.0,0.110996,0.149,0.091,0.032924,6.258,4.0,1.0,2.432,0.773,2.432,4.0,0.008666,0.01,0.007,0.001528,Normal
71.097,0.131,71.097,36132.0,0.142995,0.175,0.123,0.028,86.713,4.0,1.0,73.434,71.228,73.434,4.0,0.009666,0.011,0.008,0.001528,Normal
101.044,0.121,101.044,35660.0,0.11133,0.134,0.09,0.02203,156.204,4.0,1.0,111.637,101.134,111.637,4.0,0.009333,0.012,0.005,0.003786,Normal
10.779,0.148,10.779,36332.0,0.145328,0.209,0.095,0.058158,44.345,4.0,1.0,13.249,10.874,13.249,4.0,0.009,0.016,0.005,0.006083,Normal
30.133,0.095,30.133,36372.0,0.453985,1.15,0.087,0.603053,38.209,4.0,1.0,31.959,30.258,31.959,4.0,0.009666,0.012,0.008,0.002082,Normal
0.717,0.099,0.717,36394.0,0.113996,0.179,0.075,0.056666,24.812,4.0,1.0,2.975,0.792,2.975,4.0,0.01,0.012,0.007,0.002646,Normal
1.376,0.17399999910593034,1.2660401508435606,36472.0,0.111663,0.054648821413516985,0.012000008083879951,0.0742365736978352,6.825998433589936,3.9700000006705523,0.7150337994098663,3.293013207346201,1.3980001633912325,3.263,3.9100000020116568,0.016999,0.022,0.014,0.004359,Normal
35.463,0.238,35.463,36324.0,0.166661,0.227,0.081,0.076226,60.993,4.0,1.0,47.428,35.544,47.428,4.0,0.009,0.011,0.008,0.001732,Normal
41.364,0.092,41.364,36102.0,0.236659,0.523,0.088,0.248033,113.99,4.0,1.0,47.211,41.463,47.211,4.0,0.013666,0.032,0.004,0.015885,Normal
75.795,0.139,75.795,36172.0,0.120329,0.147,0.087,0.030551,100.48,4.0,1.0,79.533,75.882,79.533,4.0,0.009666,0.012,0.007,0.002517,Normal
101.68702411186695,0.28699839894473556,101.73862686195224,36162.0,0.120329,0.141,-0.053994377270340926,0.029939,104.176,3.8300013970583677,0.7847712310031056,103.723,101.80300048540532,103.723,3.8649225756525993,0.013666,0.018,0.007,0.005859,Normal
20.917,0.138,20.917,36362.0,0.10733,0.119,0.087,0.017673,53.431,4.0,1.0,22.932,21.004,22.932,4.0,0.013,0.019,0.007,0.006,Normal
115.55400000953674,0.18999924644827842,115.564,36012.0,0.224326,0.448,0.054,0.2423410752339363,128.90399496906997,3.9000000208616257,0.7872701911255717,117.819,115.62502653583884,117.819,3.7935904432088137,0.006666,0.009,0.005,0.002082,Normal
4.901,0.25100001061707733,4.881000000447035,35780.0,0.411653,0.8910000031292438,-0.14999665167927742,0.59643399307096,188.02438377194852,3.989999999292195,0.6705046510323882,14.7169999486655,5.012,14.69699998729676,4.0,0.01,0.017,0.005,0.006245,Normal
15.543,0.112,15.543,36284.0,1.234959,3.479,0.102,1.943392,97.172,4.0,1.0,17.911,15.667,17.911,4.0,0.008666,0.01,0.007,0.001528,Normal
31.068,0.132,31.068,36252.0,5.234159,15.484,0.101,8.876476,103.33,4.0,1.0,32.711,31.169,32.711,4.0,0.012333,0.014,0.009,0.002887,Normal
91.852,0.107,91.852,35620.0,2.352588,6.877,0.086,3.91819,215.647,4.0,1.0,116.508,91.938,116.508,4.0,0.009,0.012,0.004,0.004359,Normal
21.103,0.105,21.103,36408.0,3.30689,9.704,0.092,5.539989,68.173,4.0,1.0,33.548,21.228,33.548,4.0,0.01,0.013,0.005,0.004359,Normal
82.237,0.283,82.237,35952.0,3.306556,9.458,0.192,5.327354,169.618,4.0,1.0,84.015,82.429,84.015,4.0,0.012,0.016,0.007,0.004583,Normal
5.464,0.111,5.464,36496.0,0.248325,0.546,0.099,0.257787,51.234,4.0,1.0,12.42,5.563,12.42,4.0,0.012666,0.017,0.01,0.003786,Normal
51.267,0.111,51.267,36280.0,1.028299,2.913,0.072,1.632229,112.038,4.0,1.0,53.655,51.339,53.655,4.0,0.009,0.011,0.007,0.002,Normal
0.903,0.123,0.903,36440.0,1.083297,3.061,0.077,1.712799,80.346,4.0,1.0,3.637,0.98,3.637,4.0,0.009,0.011,0.005,0.003464,Normal
15.863,0.16199999865889547,15.863,36538.0,1.692853095732987,4.16882010986656,0.07000000044703483,2.5177108428196906,57.582,3.810000004246831,0.9200000017881393,33.65643042331189,16.587000001117588,33.61399950557947,3.564589555375278,0.010333,0.012,0.007,0.002887,Normal
113.06,0.105,113.06,36226.0,1.008633,2.862,0.07,1.605079,142.376,4.0,1.0,120.102,113.13,120.102,4.0,0.007666,0.011,0.005,0.003055,Normal
30.597,0.123,30.597,36054.0,0.21366,0.452,0.077,0.207143,176.369,4.0,1.0,35.422,30.674,35.422,4.0,0.008333,0.011,0.005,0.003055,Normal
15.226,0.2389997067451477,15.07664886044711,36560.0,0.24275254008580743,0.632,0.106,0.303398,59.759,3.7664755526930094,0.8400000035762787,53.87129242286086,15.858,53.90490347273648,3.98000000230968,0.007666,0.012,0.004,0.004041,Normal
61.52,0.128,61.52,36358.0,0.180327,0.354,0.072,0.151929,122.368,4.0,1.0,63.364,61.592,63.364,4.0,0.010333,0.013,0.009,0.002309,Normal
25.224,0.124,25.224,36450.0,1.70361,3.024,0.109,1.476736,83.837,4.0,1.0,50.692,27.202,50.692,4.0,0.011666,0.015,0.005,0.005774,Normal
114.037,0.121,114.037,36242.0,0.269658,0.596,0.103,0.282635,147.05,4.0,1.0,131.671,114.14,131.671,4.0,0.009,0.011,0.005,0.003464,Normal
121.776,0.153,121.776,35980.0,0.138995,0.188,0.093,0.047571,201.182,4.0,1.0,123.385,121.869,123.385,4.0,0.010333,0.017,0.007,0.005774,Normal
111.112,0.12002632271498442,111.01200000223517,35720.08999999799,-0.031337415278434755,0.248,-0.22818989796936512,0.10346700000109714,254.274,4.0,0.7394467610865831,119.824,111.186,119.824,3.869999990798533,0.016666,0.032,0.006,0.013614,Normal
35.602,0.1609999988824129,35.602,36528.05999999866,0.104663,0.131,-0.10263837930560112,0.14433712559986114,90.55128166288138,4.0,0.7783522820100188,61.544,35.60500000178814,61.544,3.8700000029057264,0.009666,0.013,0.005,0.004163,Normal
51.655,0.111,51.655,35892.0,0.118329,0.166,0.089,0.041645,226.691,4.0,1.0,57.917,51.744,57.917,4.0,0.007666,0.011,0.003,0.004163,Normal
187.566,0.22499999076128005,187.566,35872.11997348815,0.118996,-0.012996518157422532,0.02500000692903996,0.029462,231.796,4.0,0.7654461469501257,227.508,187.62100001184643,227.508,3.980000000447035,0.01,0.01,0.01,0.0,Normal
190.014,0.111,190.014,35844.0,3.20398652267462,9.890488312512636,0.085,5.924665549612403,270.7976567262262,3.838687282986939,0.7894728127866983,202.858,190.07900000044702,202.858,3.9100000020116568,0.009333,0.013,0.006,0.003512,Normal
21.319,0.688,21.319,36587.92828674987,6.480451,18.453161932758988,0.004000226199626922,10.544167,112.926,3.8130257930606604,0.8200000040233135,48.89112250751257,21.443,48.76099942868948,4.0,0.014333,0.022,0.005,0.008622,Normal
60.968,0.115,60.968,36294.0,7.198093,21.396,0.094,12.295541,191.63,4.0,1.0,67.87,61.062,67.87,4.0,0.011,0.016,0.007,0.004583,Normal
15.866,0.3190000014156103,15.82600000089407,36610.0,3.981534,11.319740028202533,0.102,6.665370969825148,111.443,4.0,0.8025025352835655,51.61300000424683,15.858000002458692,51.553,3.859999990090728,0.013,0.018,0.009,0.004583,Normal
0.774,0.104,0.774,36666.0,9.334022,27.823,0.087,16.011655,90.783,4.0,1.0,29.763,0.861,29.763,4.0,0.01,0.013,0.006,0.003606,Normal
31.694,0.16,31.694,35966.0,3.096563,9.037,0.107,5.144517,256.879,4.0,1.0,36.064,31.801,36.064,4.0,0.010666,0.014,0.006,0.004163,Normal
82.592,0.107,82.592,36390.0,12.029932,35.901,0.094,20.672604,168.783,4.0,1.0,103.259,82.688,103.259,4.0,0.010333,0.013,0.008,0.002517,Normal
70.331,0.124,70.331,36308.0,4.887504,14.473,0.079,8.301158,191.286,4.0,1.0,98.231,70.41,98.231,4.0,0.009,0.013,0.003,0.005292,Normal
20.802,0.104,20.802,36486.0,14.134529,42.227,0.087,24.328386,151.641,5.0,2.0,34.709,20.889,34.709,5.0,0.013666,0.022,0.006,0.008021,Normal
129.663,0.147,129.663,35804.0,10.923303,32.559,0.081,18.736765,290.054,4.0,1.0,133.692,129.744,133.692,4.0,0.011333,0.016,0.007,0.004509,Normal
25.113,0.974,25.113,36602.0,12.79024,37.352,0.073,21.275227,127.531,4.0,1.0,44.201,25.186,44.201,4.0,0.015,0.027,0.007,0.010583,Normal
81.13,0.137,81.13,36346.0,13.762541,40.741,0.126,23.364102,198.469,5.0,2.0,92.935,81.552,92.935,5.0,0.007666,0.011,0.005,0.003055,Normal
42.014,0.107,41.93400111192465,36750.159815981984,6.191651041225255,18.9,-0.19386601471900938,10.880538897107481,84.5,4.0,0.7007472617551684,62.053,42.00500036243349,62.053,4.0,0.009666,0.014,0.005,0.004509,Normal
146.161,0.15,146.161,36236.049845857546,6.739109,20.016,0.071,11.567969913685024,229.795,4.0,0.7720459066331387,194.62519601236284,146.232,194.54799986320734,3.8900000024586916,0.013,0.019,0.006,0.006557,Normal
121.149,0.2519646981060505,121.149,36522.0,1.288957,3.6300000008940696,0.0199999950453639,2.09202399653548,153.5370000014156,3.9400000013411045,0.7739832531660795,142.263,121.239,142.34299999821187,4.0,0.009666,0.015,0.007,0.004619,Normal
50.094,0.088,50.094,36742.0,3.422886,10.108,0.08,5.78938,86.164,4.0,1.0,69.708,50.175,69.708,4.0,0.007333,0.008,0.006,0.001155,Normal
50.771088244482875,0.21799974630773067,50.829,36506.089899918064,9.30769,27.652002594590186,0.088,15.955654,158.481,3.8414879757910967,0.8137647975236177,122.435,50.84700491708517,122.45499990642071,4.0,0.012,0.014,0.009,0.002646,Normal
1.5443062334302813,0.19968753783404827,1.627,36690.06997968443,4.855843954612374,14.57,0.02400000461935997,8.369275,103.363,3.8800000585615635,0.8201250694692135,66.692,1.691,66.80195109006762,4.0,0.009333,0.012,0.007,0.002517,Normal
16.333,0.12,16.333,36770.0,1.268624,3.605,0.09,2.023351,81.837,4.0,1.0,46.883,16.423,46.883,4.0,0.008,0.01,0.005,0.002646,Normal
55.558,0.089,55.558,36720.0,4.442519,13.159,0.082,7.548567,91.822,4.0,1.0,71.958,55.645,71.958,4.0,0.007666,0.01,0.006,0.002082,Normal
0.3130973262637854,0.108,0.658,36704.1099999873,10.684644,31.625450476512313,-0.016700508147478102,18.483677936558305,101.84899996244907,3.9200000017881393,0.7581269424408674,64.95000000212342,0.738,64.92,3.9500000057742,0.01028445347561501,0.015,0.004,0.005568,Normal
80.58012652981282,0.2239999975413084,80.66300000089407,36520.0,5.928467034160912,17.784,-0.03100035740435124,10.256397984912574,159.529,4.0,0.8045580647885799,119.492,80.811,119.492,3.8499999893829226,0.009333,0.012,0.006,0.003055,Normal
34.544,0.124,34.544,36808.0,2.10293,6.126,0.075,3.484059,77.447,4.0,1.0,56.138,34.619,56.138,4.0,0.009333,0.016,0.006,0.005774,Normal
155.76792249969392,0.3009937181472778,155.963,36018.0,7.756657055882513,23.145000001117587,0.06000000089406968,13.332461,273.48,3.7717560436576605,0.783537301234901,179.945,156.068,180.0577228345722,4.0,0.009666,0.014,0.005,0.004509,Normal
42.15000076014549,0.11199999955296516,42.2,36818.0,2.19026,6.309001393407583,0.081,3.695946029372871,77.646,3.9900000002235174,0.7389740776270628,58.607,42.291,58.607,4.0,0.015999,0.033,0.004,0.015133,Normal
0.727,0.09500000000109714,0.727,36796.0,4.368188,12.869000014603138,-0.034168619900941846,7.50241399238348,83.54563577409088,3.9099999936297536,0.8304608063772321,45.357,0.808,45.39699999538064,3.830000003799796,0.008,0.01,0.004,0.003464,Normal
50.672,0.33845839577913284,50.672,36084.10029641539,4.32122757388413,13.174,0.103,7.545391,265.3754129832536,4.0,0.7400876376777887,54.472,50.775,54.571999653175475,3.9099999936297536,0.013333,0.024,0.005,0.009713,Normal
